0.33333334 0.000036667 0.000065023 0.000025911999 0.000096311 0.0000132000005 0.000005867 0.000012222 0.000005867 0.120981924 0.11088294 0.000026889 0.09656779 0.0000073329998 0.10786014 0.06766614 0.0000073329998
0.6666667 8.980652 1.0514838 0.47494337 0.28078458 0.32421258 0.11766432 0.04503596 0.04247907 0.14992316 0.22609988 0.2382742 0.1922414 0.05010232 0.177387 0.20819238 0.12322641
1.0 8.980732 1.1880378 0.4799413 0.29207006 0.33403826 0.14049299 0.048373606 0.042818848 0.15498123 0.22623335 0.2394231 0.1951801 0.050824407 0.17954691 0.21061286 0.123401925
1.3333334 8.980997 1.221096 0.49971148 0.33037746 0.36476395 0.14174554 0.04894805 0.043138094 0.16172005 0.2296854 0.2448131 0.19722463 0.05139494 0.18620655 0.21352421 0.12596908
1.6666666 8.981549 1.2572219 0.5313944 0.36224568 0.36994958 0.14279126 0.049487293 0.04405965 0.16721126 0.23063335 0.24663714 0.19767882 0.05212094 0.18694086 0.21523678 0.1280625
2.0 8.982191 1.2577088 0.5415408 0.36324006 0.3746943 0.14329042 0.04977574 0.045131784 0.16961268 0.23331393 0.2521914 0.19774237 0.052584894 0.1890514 0.21703443 0.12868682
2.3333333 8.983038 1.2661945 0.5446912 0.37165093 0.37713528 0.14449553 0.049989384 0.04522467 0.17223656 0.23563127 0.26419413 0.19810416 0.05278387 0.1903269 0.21958788 0.12877236
2.6666667 8.98339 1.3924427 0.5469323 0.37624648 0.37765887 0.14762393 0.050195206 0.04644445 0.1724458 0.23667553 0.27484894 0.19991402 0.052931026 0.1929845 0.22000295 0.1288506
3.0 8.98459 1.4092493 0.5525511 0.38349232 0.37802848 0.14841056 0.05048805 0.046766628 0.17471473 0.2381197 0.29553336 0.20085415 0.05435907 0.19302948 0.2202122 0.12944263
3.3333333 8.984683 1.4157407 0.5545858 0.3848607 0.38013363 0.15017544 0.050494894 0.047174852 0.17501833 0.2391493 0.35537437 0.20116068 0.055493783 0.19411285 0.22233789 0.1300992
3.6666667 8.985834 1.4184985 0.55539346 0.39009863 0.3802994 0.15384015 0.050863028 0.04747405 0.17761041 0.2409494 0.3565286 0.20143887 0.056065295 0.19477238 0.22347945 0.13229287
4.0 8.986225 1.4222865 0.55634975 0.3925177 0.38297996 0.15492743 0.05106787 0.047740005 0.17820735 0.24250163 0.36995742 0.20385008 0.05611467 0.19698948 0.22372878 0.13429046
4.3333335 8.986276 1.4302813 0.56168157 0.39321142 0.38418505 0.15579961 0.05112654 0.047793295 0.17823277 0.24379864 0.37026247 0.20412384 0.056247164 0.19761086 0.22410424 0.13583681
4.6666665 8.986287 1.4346392 0.5668051 0.39531314 0.38514036 0.15609539 0.051308896 0.048866406 0.17851241 0.24544571 0.37041405 0.205041 0.05761947 0.19964953 0.22502287 0.13698864
5.0 8.986744 1.5155923 0.57821333 0.3968219 0.38532123 0.15629536 0.051633514 0.04913236 0.17878717 0.24610522 0.37064922 0.20582078 0.057776406 0.2004337 0.22627589 0.13913779
5.3333335 8.986843 1.5158241 0.5798194 0.40308648 0.38839734 0.15656228 0.05195912 0.049316183 0.1788654 0.24717198 0.37154728 0.20753385 0.05850925 0.20052025 0.23007847 0.1398589
5.6666665 8.987373 1.5168962 0.58649707 0.40528548 0.389776 0.15732984 0.05200312 0.049627118 0.17919198 0.2481742 0.37432075 0.20780176 0.059452806 0.20102623 0.23069055 0.14247154
6.0 8.987489 1.5304239 0.59059346 0.40560523 0.39037782 0.15781042 0.05215956 0.04992485 0.179323 0.24857655 0.3776809 0.2082393 0.060662318 0.20114408 0.23154171 0.14321709
6.3333335 8.987491 1.5319355 0.592769 0.40679812 0.39057288 0.1584533 0.052422095 0.049948316 0.17969015 0.24868803 0.37800503 0.2087986 0.060909208 0.20214728 0.23362634 0.14331926
6.6666665 8.988133 1.553276 0.594199 0.40721563 0.39533415 0.15861416 0.05250765 0.05001187 0.18051393 0.24976797 0.3783761 0.20893645 0.06112285 0.20243913 0.23495318 0.14368592
7.0 8.988339 1.5592878 0.5971363 0.40725082 0.3981419 0.15885663 0.052527208 0.050335515 0.18074518 0.2505815 0.38086307 0.20905478 0.06148805 0.202797 0.23587768 0.14374019
7.3333335 8.988465 1.6075549 0.600382 0.41095173 0.39933425 0.15904143 0.05256094 0.05052716 0.18088743 0.25151968 0.38088652 0.20930998 0.06167187 0.20295198 0.23618273 0.14417286
7.6666665 8.98852 1.6279719 0.6024818 0.41325244 0.4015812 0.15913041 0.05257512 0.050640095 0.18093681 0.25152406 0.38149714 0.20945421 0.062213074 0.20370437 0.2367073 0.14462215
8.0 8.988646 1.6299157 0.6028763 0.41613883 0.40263137 0.15941836 0.052646495 0.050688006 0.18293343 0.25295994 0.38281325 0.20976709 0.062306937 0.2060662 0.23676011 0.14506069
8.333333 8.9889965 1.6531086 0.6066598 0.41679984 0.40343457 0.15948778 0.05286894 0.050806805 0.18314318 0.2534283 0.38316965 0.21011713 0.06258952 0.20654288 0.23720157 0.14595926
8.666667 8.98901 1.6618068 0.6087567 0.41685212 0.40415862 0.15977429 0.053104583 0.05088307 0.18405251 0.25354952 0.38373822 0.21084557 0.06261005 0.20690806 0.23782687 0.1468417
